studyid,site,treatment,collection_date,sample size (reps),planting density (shoots / area),tank volume (L),light hours,dark hours,surface_irradiance,si_units,penetrating irradiance,pi_units,%SI,mean DLI (mol m-2day-1),temperature_c,salinity_psu,pH,turbidity (NTU),NO3 addition,target NO3,measured NO3,NH4 addition,target NH4,measured NH4,measured DIN,added PO4,measured PO4,grain size (µM),DIC,% organic matter,Fe content,sulphide,driver notes,other covariates,light-temperature,exp setup,seasonal data?,pen_light,surface_light,light_hours,mean_dli,author,pub_year,lat,lon,DLI,clean_temp,parsed_collection_date
229,"York River Estuary, Chesapeake Bay, USA","spring - enriched, ungrazed",1988-04 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 350,µmol photos m-2 s-1,np,np,mean: 18; range: 12 - 24,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 10.8 µM,np,mean: 1.8 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"nutrients, no grazers",nutrients; no grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",350,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,18,1988-04-01
229,"York River Estuary, Chesapeake Bay, USA","spring - enriched, grazed",1988-04 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 350,µmol photos m-2 s-1,np,np,mean: 18; range: 12 - 24,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 10.8 µM,np,mean: 1.8 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"nutrients, grazers",nutrients; grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",350,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,18,1988-04-01
336,"Doverodde (Denmark, North Sea)",T:19,2008-04 (21 day acclimation),12,~ 2.5 / (0.096725 m2),NA,16,8,np,np,200,µmol photos m-2 s-1,np,np,mean: 19,31.5,np,np,np,np,34.17 µM ± 1.63 µM SE (nitrate and nitrite),np,np,1.47 µM ± 0.62 µM SE,np,np,0.43 µM ± 0.15 µM SE,NA,np,np,np,np,nutrient addition was ended at the end of the 'heatwave'; also had silicate data,NA,temperature,lab mesocosm,yes - because treatment changed during experiment because of simulated heatwave,200,NA,16,NA,Bergmann et al.,2010,56.7178333333333,8.47416666666667,11.52,19,2008-04-01
336,"Doverodde (Denmark, North Sea)",T:25,2008-04 (21 day acclimation),12,~ 2.5 / (0.096725 m2),NA,16,8,np,np,200,µmol photos m-2 s-1,np,np,seasonal - heat wave simulation,31.5,np,np,np,np,34.17 µM ± 1.63 µM SE (nitrate and nitrite),np,np,1.47 µM ± 0.62 µM SE,np,np,0.43 µM ± 0.15 µM SE,NA,np,np,np,np,nutrient addition was ended at the end of the 'heatwave'; also had silicate data,NA,temperature,lab mesocosm,yes - because treatment changed during experiment because of simulated heatwave,200,NA,16,NA,Bergmann et al.,2010,56.7178333333333,8.47416666666667,11.52,NA,2008-04-01
336,"Ebeltoft (Denmark, Baltic Sea)",T:19,2008-04 (21 day acclimation),12,~ 2.5 / (0.096725 m2),NA,16,8,np,np,200,µmol photos m-2 s-1,np,np,mean: 19,31.5,np,np,np,np,34.17 µM ± 1.63 µM SE (nitrate and nitrite),np,np,1.47 µM ± 0.62 µM SE,np,np,0.43 µM ± 0.15 µM SE,NA,np,np,np,np,nutrient addition was ended at the end of the 'heatwave'; also had silicate data,NA,temperature,lab mesocosm,yes - because treatment changed during experiment because of simulated heatwave,200,NA,16,NA,Bergmann et al.,2010,56.2083333333333,10.5775,11.52,19,2008-04-01
336,"Ebeltoft (Denmark, Baltic Sea)",T:25,2008-04 (21 day acclimation),12,~ 2.5 / (0.096725 m2),NA,16,8,np,np,200,µmol photos m-2 s-1,np,np,seasonal - heat wave simulation,31.5,np,np,np,np,34.17 µM ± 1.63 µM SE (nitrate and nitrite),np,np,1.47 µM ± 0.62 µM SE,np,np,0.43 µM ± 0.15 µM SE,NA,np,np,np,np,nutrient addition was ended at the end of the 'heatwave'; also had silicate data,NA,temperature,lab mesocosm,yes - because treatment changed during experiment because of simulated heatwave,200,NA,16,NA,Bergmann et al.,2010,56.2083333333333,10.5775,11.52,NA,2008-04-01
336,"Gabicce Mare (Italy, Adriatic Sea)",T:19,2008-04 (21 day acclimation),12,~ 2.5 / (0.096725 m2),NA,16,8,np,np,200,µmol photos m-2 s-1,np,np,mean: 19,31.5,np,np,np,np,34.17 µM ± 1.63 µM SE (nitrate and nitrite),np,np,1.47 µM ± 0.62 µM SE,np,np,0.43 µM ± 0.15 µM SE,NA,np,np,np,np,nutrient addition was ended at the end of the 'heatwave'; also had silicate data,NA,temperature,lab mesocosm,yes - because treatment changed during experiment because of simulated heatwave,200,NA,16,NA,Bergmann et al.,2010,43.9661666666667,12.7643333333333,11.52,19,2008-04-01
336,"Gabicce Mare (Italy, Adriatic Sea)",T:25,2008-04 (21 day acclimation),12,~ 2.5 / (0.096725 m2),NA,16,8,np,np,200,µmol photos m-2 s-1,np,np,seasonal - heat wave simulation,31.5,np,np,np,np,34.17 µM ± 1.63 µM SE (nitrate and nitrite),np,np,1.47 µM ± 0.62 µM SE,np,np,0.43 µM ± 0.15 µM SE,NA,np,np,np,np,nutrient addition was ended at the end of the 'heatwave'; also had silicate data,NA,temperature,lab mesocosm,yes - because treatment changed during experiment because of simulated heatwave,200,NA,16,NA,Bergmann et al.,2010,43.9661666666667,12.7643333333333,11.52,NA,2008-04-01
371,"Port l’Hebert Bay, Nova Scotia",Control,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,none,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
371,"Port l’Hebert Bay, Nova Scotia",EL40 - 4 shade:3no shade,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,episodic light treatments; accounted for by handling the same as seasonal/daily light values,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
371,"Port l’Hebert Bay, Nova Scotia",EL60 - 4 shade:3no shade,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,episodic light treatments; accounted for by handling the same as seasonal/daily light values,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
371,"Port l’Hebert Bay, Nova Scotia",EL80 - 4 shade:3no shade,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,episodic light treatments; accounted for by handling the same as seasonal/daily light values,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
371,"Port l’Hebert Bay, Nova Scotia",EH40 - 12 shade:2 no shade,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,episodic light treatments; accounted for by handling the same as seasonal/daily light values,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
371,"Port l’Hebert Bay, Nova Scotia",EH60 - 12 shade:2 no shade,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,episodic light treatments; accounted for by handling the same as seasonal/daily light values,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
371,"Port l’Hebert Bay, Nova Scotia",EH80 - 12 shade:2 no shade,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,episodic light treatments; accounted for by handling the same as seasonal/daily light values,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
371,"Port l’Hebert Bay, Nova Scotia",C40 - continuous shade,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,none,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
371,"Port l’Hebert Bay, Nova Scotia",C60 - continuous shade,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,none,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
371,"Port l’Hebert Bay, Nova Scotia",C80 - continuous shade,2017-05 (2 week acclimation; end of may; use summer),6,60 / (0.18 m2),NA,14,10,np,np,seasonal - field conditions,µmol photos m-2 s-1,NA,np,12,np; seawater,np,np,np,np,np,np,np,np,np,np,np,"86% sand, 12% gravel, 2% mud/silt",np,np,np,np,might be able to assume salinity values are same as ambient seawater at the bedford institute,none,light,lab mesocosm,yes,NA,NA,14,NA,Wong et al.,2020,43.8677777777778,-64.9619444444444,NA,12,2017-05-01
